review_id,review,rating,date,source,bank,sentiment_label,sentiment_score,normalized_sentiment,final_sentiment,identified_theme
306,it's the best money transfer app ever,5,2025-09-06,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9996806383132935,0.9996806383132935,Positive,Transaction Performance
307,it is nice,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998648166656494,0.9998648166656494,Positive,General/Other
308,user friendly. best.,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997245669364929,0.9997245669364929,Positive,General/Other
309,🙏,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
310,አሪፍ,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
311,best app!!!,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997482895851135,0.9997482895851135,Positive,General/Other
312,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9859862327575684,-0.9859862327575684,Negative,User Interface & Experience
313,very good app,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998675584793091,0.9998675584793091,Positive,General/Other
314,best,5,2025-09-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,0.9997941851615906,Positive,General/Other
315,jabirabdala,5,2025-09-04,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9328045845031738,-0.9328045845031738,Negative,General/Other
316,unfair cost of transportations... what a shame!!!,1,2025-09-04,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997835755348206,-0.9997835755348206,Negative,General/Other
317,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9977514147758484,-0.9977514147758484,Negative,"Transaction Performance, User Interface & Experience"
318,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9996813535690308,0.9996813535690308,Positive,User Interface & Experience
319,zinaa Ahmed,5,2025-09-04,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.924660325050354,0.924660325050354,Positive,General/Other
320,absolutely excellent,5,2025-09-04,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998593330383301,0.9998593330383301,Positive,General/Other
321,nice,4,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
322,Good,5,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
323,amazing app,5,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998670816421509,0.9998670816421509,Positive,General/Other
324,perfect and easy,5,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998718500137329,0.9998718500137329,Positive,User Interface & Experience
325,fastest,5,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9991610050201416,0.9991610050201416,Positive,Transaction Performance
326,good,5,2025-09-03,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
327,My account is not working,4,2025-09-03,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997815489768982,-0.9997815489768982,Negative,Reliability & Bugs
328,The recent update is not optimized fir latest version of android,2,2025-09-02,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.999637246131897,-0.999637246131897,Negative,General/Other
329,topp,5,2025-09-02,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9706205129623413,0.9706205129623413,Positive,General/Other
330,very good,5,2025-09-01,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
331,I appreciate it,5,2025-09-01,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999839186668396,0.999839186668396,Positive,General/Other
332,v.good app,5,2025-09-01,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9952701926231384,0.9952701926231384,Positive,General/Other
333,Nice,4,2025-08-31,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
334,sahib amin jamal,1,2025-08-31,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8987875580787659,0.8987875580787659,Positive,General/Other
335,installi,5,2025-08-31,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9575468301773071,-0.9575468301773071,Negative,General/Other
336,good,5,2025-08-30,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
337,very good apps,5,2025-08-30,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998751878738403,0.9998751878738403,Positive,General/Other
338,👍👍👍👍,1,2025-08-30,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
339,the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997796416282654,-0.9997796416282654,Negative,General/Other
340,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9962132573127747,-0.9962132573127747,Negative,User Interface & Experience
341,tinishu titiba,5,2025-08-29,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.7159720063209534,-0.7159720063209534,Negative,General/Other
342,"essy to use ,has great interface and user-friendly g",5,2025-08-29,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9995421171188354,0.9995421171188354,Positive,User Interface & Experience
343,Yuuuuu,5,2025-08-29,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.922767698764801,-0.922767698764801,Negative,General/Other
344,I found it very much friendly,5,2025-08-29,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997764229774475,0.9997764229774475,Positive,General/Other
345,"Very useful app, while we use CBE.",5,2025-08-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9981263279914856,0.9981263279914856,Positive,General/Other
346,woooow,5,2025-08-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9561601281166077,0.9561601281166077,Positive,General/Other
347,Redmi,1,2025-08-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9882866740226746,0.9882866740226746,Positive,General/Other
348,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9322325587272644,-0.9322325587272644,Negative,General/Other
349,kamil aweil,5,2025-08-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9943663477897644,0.9943663477897644,Positive,General/Other
350,nice,3,2025-08-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
351,In your next update can you come with night mode future,5,2025-08-27,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6754570603370667,-0.6754570603370667,Negative,General/Other
352,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9994266033172607,0.9994266033172607,Positive,General/Other
353,mayreba app you its better if you use other banks,1,2025-08-27,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9957265853881836,-0.9957265853881836,Negative,General/Other
354,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9938230514526367,-0.9938230514526367,Negative,Transaction Performance
355,good app,5,2025-08-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998493194580078,0.9998493194580078,Positive,General/Other
356,let us know before you shut down the app,4,2025-08-27,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9973037242889404,-0.9973037242889404,Negative,General/Other
357,excited,5,2025-08-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997768998146057,0.9997768998146057,Positive,General/Other
358,amizing,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9881718754768372,-0.9881718754768372,Negative,General/Other
359,love it,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998753070831299,0.9998753070831299,Positive,General/Other
360,yes it is v good,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9994988441467285,0.9994988441467285,Positive,General/Other
361,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9994227886199951,0.9994227886199951,Positive,General/Other
362,this app is smart.,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998302459716797,0.9998302459716797,Positive,General/Other
363,I am happy,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998801946640015,0.9998801946640015,Positive,General/Other
364,good,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
365,Still I have not face critical problems sometimes delay to open,4,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9847297072410583,0.9847297072410583,Positive,Transaction Performance
366,excellent,5,2025-08-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998434782028198,0.9998434782028198,Positive,General/Other
367,ጤና ከድረ,5,2025-08-25,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.7850593328475952,-0.7850593328475952,Negative,General/Other
368,The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.999581515789032,-0.999581515789032,Negative,General/Other
369,I have forgotten mobail banking password,5,2025-08-25,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.99432772397995,-0.99432772397995,Negative,Account Access Issues
370,nice app,5,2025-08-25,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998061060905457,0.9998061060905457,Positive,General/Other
371,Thank you,5,2025-08-25,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998352527618408,0.9998352527618408,Positive,General/Other
372,muktaar Abraahim,5,2025-08-25,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9458082318305969,-0.9458082318305969,Negative,General/Other
373,🤞Good One,5,2025-08-24,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8484408855438232,0.8484408855438232,Positive,General/Other
374,why does it say change pin to 6 digits is that right?,4,2025-08-24,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9931118488311768,-0.9931118488311768,Negative,General/Other
375,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.999728262424469,-0.999728262424469,Negative,Account Access Issues
376,i like it and aprshat.,4,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999653697013855,0.999653697013855,Positive,General/Other
377,good,4,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
378,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9994633793830872,-0.9994633793830872,Negative,General/Other
379,best app and easy to use,5,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9996281862258911,0.9996281862258911,Positive,User Interface & Experience
380,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9990184307098389,-0.9990184307098389,Negative,"Transaction Performance, Reliability & Bugs"
381,List of transactions can't load over months and years..,1,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.6906010508537292,0.6906010508537292,Positive,Transaction Performance
382,transferring money to telebirr is not working,1,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997877478599548,-0.9997877478599548,Negative,"Transaction Performance, Reliability & Bugs"
383,I don't Like this app and there service fee is highl,5,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9943022727966309,-0.9943022727966309,Negative,General/Other
384,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9872554540634155,-0.9872554540634155,Negative,General/Other
385,good,5,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
386,this application do not show over all transaction history,3,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9990196228027344,-0.9990196228027344,Negative,Transaction Performance
387,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9775184988975525,-0.9775184988975525,Negative,General/Other
388,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9994884729385376,-0.9994884729385376,Negative,Account Access Issues
389,best and secured application,5,2025-08-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997896552085876,0.9997896552085876,Positive,General/Other
390,This application is excellent .,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998652935028076,0.9998652935028076,Positive,General/Other
391,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997369647026062,-0.9997369647026062,Negative,"Transaction Performance, Reliability & Bugs"
392,very good,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
393,Thise App is Great,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997069239616394,0.9997069239616394,Positive,General/Other
394,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9994959831237793,-0.9994959831237793,Negative,General/Other
395,"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9867143034934998,-0.9867143034934998,Negative,"Account Access Issues, Transaction Performance"
396,👍,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
397,it is good app,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998652935028076,0.9998652935028076,Positive,General/Other
398,very good,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
399,good and always try to make new updats 🙏👍,5,2025-08-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997432827949524,0.9997432827949524,Positive,General/Other
400,very good,5,2025-11-25,Google Play,Bank of Abyssinia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
401,most of the time is not working properly,1,2025-11-25,Google Play,Bank of Abyssinia,NEGATIVE,0.9997636675834656,-0.9997636675834656,Negative,Reliability & Bugs
402,good service,5,2025-11-25,Google Play,Bank of Abyssinia,POSITIVE,0.9998499155044556,0.9998499155044556,Positive,General/Other
403,not use for me,3,2025-11-23,Google Play,Bank of Abyssinia,NEGATIVE,0.9953739047050476,-0.9953739047050476,Negative,General/Other
404,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Google Play,Bank of Abyssinia,NEGATIVE,0.9968326687812805,-0.9968326687812805,Negative,User Interface & Experience
405,waw,5,2025-11-21,Google Play,Bank of Abyssinia,NEGATIVE,0.7346157431602478,-0.7346157431602478,Negative,General/Other
406,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Google Play,Bank of Abyssinia,NEGATIVE,0.9983174800872803,-0.9983174800872803,Negative,General/Other
407,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Google Play,Bank of Abyssinia,NEGATIVE,0.999693751335144,-0.999693751335144,Negative,General/Other
408,it is a good app,5,2025-11-18,Google Play,Bank of Abyssinia,POSITIVE,0.9998643398284912,0.9998643398284912,Positive,General/Other
409,it is not working at all,1,2025-11-15,Google Play,Bank of Abyssinia,NEGATIVE,0.9997811913490295,-0.9997811913490295,Negative,Reliability & Bugs
410,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Google Play,Bank of Abyssinia,POSITIVE,0.8251600861549377,0.8251600861549377,Positive,Account Access Issues
411,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Google Play,Bank of Abyssinia,NEGATIVE,0.9952510595321655,-0.9952510595321655,Negative,Transaction Performance
412,fast and simple,5,2025-11-11,Google Play,Bank of Abyssinia,POSITIVE,0.9997392296791077,0.9997392296791077,Positive,Transaction Performance
413,best of best,5,2025-11-10,Google Play,Bank of Abyssinia,POSITIVE,0.9997496008872986,0.9997496008872986,Positive,General/Other
414,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Google Play,Bank of Abyssinia,NEGATIVE,0.9993888139724731,-0.9993888139724731,Negative,General/Other
415,good,4,2025-11-10,Google Play,Bank of Abyssinia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
416,bad exprience...it is so crushed,1,2025-11-08,Google Play,Bank of Abyssinia,NEGATIVE,0.9998053908348083,-0.9998053908348083,Negative,General/Other
417,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Google Play,Bank of Abyssinia,NEGATIVE,0.9947031140327454,-0.9947031140327454,Negative,General/Other
418,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Google Play,Bank of Abyssinia,NEGATIVE,0.8848862051963806,-0.8848862051963806,Negative,"Transaction Performance, User Interface & Experience, Customer Support"
419,best app,5,2025-11-08,Google Play,Bank of Abyssinia,POSITIVE,0.999686598777771,0.999686598777771,Positive,General/Other
420,Best app,5,2025-11-07,Google Play,Bank of Abyssinia,POSITIVE,0.999686598777771,0.999686598777771,Positive,General/Other
421,"Barely works, it always fails to connect",1,2025-11-07,Google Play,Bank of Abyssinia,NEGATIVE,0.9997532963752747,-0.9997532963752747,Negative,General/Other
422,my fav app,5,2025-11-07,Google Play,Bank of Abyssinia,POSITIVE,0.9846561551094055,0.9846561551094055,Positive,General/Other
423,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Google Play,Bank of Abyssinia,NEGATIVE,0.9977949857711792,-0.9977949857711792,Negative,Reliability & Bugs
424,very nice,5,2025-11-04,Google Play,Bank of Abyssinia,POSITIVE,0.9998563528060913,0.9998563528060913,Positive,General/Other
425,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Google Play,Bank of Abyssinia,NEGATIVE,0.9985816478729248,-0.9985816478729248,Negative,General/Other
426,I like,5,2025-11-02,Google Play,Bank of Abyssinia,POSITIVE,0.9998149275779724,0.9998149275779724,Positive,General/Other
427,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Google Play,Bank of Abyssinia,NEGATIVE,0.960877001285553,-0.960877001285553,Negative,General/Other
428,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Google Play,Bank of Abyssinia,NEGATIVE,0.9083434343338013,-0.9083434343338013,Negative,Transaction Performance
429,"the worst app ever,",1,2025-10-30,Google Play,Bank of Abyssinia,NEGATIVE,0.9997932314872742,-0.9997932314872742,Negative,General/Other
430,better,5,2025-10-29,Google Play,Bank of Abyssinia,POSITIVE,0.999264657497406,0.999264657497406,Positive,General/Other
431,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Google Play,Bank of Abyssinia,NEGATIVE,0.99928218126297,-0.99928218126297,Negative,Transaction Performance
432,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Google Play,Bank of Abyssinia,NEGATIVE,0.9996218681335449,-0.9996218681335449,Negative,General/Other
433,kiyaa makonn,5,2025-10-27,Google Play,Bank of Abyssinia,POSITIVE,0.7175925970077515,0.7175925970077515,Positive,General/Other
434,very very lazy app,1,2025-10-26,Google Play,Bank of Abyssinia,NEGATIVE,0.9996856451034546,-0.9996856451034546,Negative,General/Other
435,telebirr remittance,5,2025-10-24,Google Play,Bank of Abyssinia,NEGATIVE,0.979961097240448,-0.979961097240448,Negative,General/Other
436,The best bank in 🇪🇹,5,2025-10-23,Google Play,Bank of Abyssinia,POSITIVE,0.9998179078102112,0.9998179078102112,Positive,General/Other
437,its good,5,2025-10-22,Google Play,Bank of Abyssinia,POSITIVE,0.9998385906219482,0.9998385906219482,Positive,General/Other
438,the worst app in my financial experience.,1,2025-10-22,Google Play,Bank of Abyssinia,NEGATIVE,0.9997914433479309,-0.9997914433479309,Negative,General/Other
439,good for mb appliciation,5,2025-10-21,Google Play,Bank of Abyssinia,POSITIVE,0.9943337440490723,0.9943337440490723,Positive,General/Other
440,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Google Play,Bank of Abyssinia,NEGATIVE,0.9997623562812805,-0.9997623562812805,Negative,Transaction Performance
441,try to easy network,4,2025-10-17,Google Play,Bank of Abyssinia,NEGATIVE,0.9987332224845886,-0.9987332224845886,Negative,User Interface & Experience
442,hussen hassen umer,5,2025-10-16,Google Play,Bank of Abyssinia,POSITIVE,0.8681220412254333,0.8681220412254333,Positive,General/Other
443,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Google Play,Bank of Abyssinia,NEGATIVE,0.9988431930541992,-0.9988431930541992,Negative,"Transaction Performance, User Interface & Experience"
444,an exceptional banking app.,5,2025-10-16,Google Play,Bank of Abyssinia,POSITIVE,0.9997233748435974,0.9997233748435974,Positive,General/Other
445,alhamdulilah,5,2025-10-11,Google Play,Bank of Abyssinia,POSITIVE,0.8558266162872314,0.8558266162872314,Positive,General/Other
446,poor,5,2025-10-11,Google Play,Bank of Abyssinia,NEGATIVE,0.9997912049293518,-0.9997912049293518,Negative,General/Other
447,Best of best,5,2025-10-09,Google Play,Bank of Abyssinia,POSITIVE,0.9997496008872986,0.9997496008872986,Positive,General/Other
448,from the last week updates the app is not working Please check the problems,1,2025-10-08,Google Play,Bank of Abyssinia,NEGATIVE,0.9996919631958008,-0.9996919631958008,Negative,Reliability & Bugs
449,It's always crushing,1,2025-10-08,Google Play,Bank of Abyssinia,NEGATIVE,0.9993805885314941,-0.9993805885314941,Negative,General/Other
450,office branches have to improve their services please,4,2025-10-07,Google Play,Bank of Abyssinia,POSITIVE,0.6649667024612427,0.6649667024612427,Positive,General/Other
451,♥️♥️,5,2025-10-05,Google Play,Bank of Abyssinia,POSITIVE,0.9437573552131653,0.9437573552131653,Positive,General/Other
452,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Google Play,Bank of Abyssinia,NEGATIVE,0.9988381266593933,-0.9988381266593933,Negative,Reliability & Bugs
453,it needs a timely update,5,2025-10-03,Google Play,Bank of Abyssinia,NEGATIVE,0.9983032941818237,-0.9983032941818237,Negative,General/Other
454,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Google Play,Bank of Abyssinia,NEGATIVE,0.9997054934501648,-0.9997054934501648,Negative,Transaction Performance
455,Like,5,2025-10-01,Google Play,Bank of Abyssinia,POSITIVE,0.9910564422607422,0.9910564422607422,Positive,General/Other
456,I can't type my otp on it.,1,2025-10-01,Google Play,Bank of Abyssinia,NEGATIVE,0.9990899562835693,-0.9990899562835693,Negative,Account Access Issues
457,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Google Play,Bank of Abyssinia,NEGATIVE,0.9977109432220459,-0.9977109432220459,Negative,Reliability & Bugs
458,jaajja,4,2025-09-30,Google Play,Bank of Abyssinia,NEGATIVE,0.9872855544090271,-0.9872855544090271,Negative,General/Other
459,I love this bank the best experience ever.,5,2025-09-28,Google Play,Bank of Abyssinia,POSITIVE,0.9998602867126465,0.9998602867126465,Positive,General/Other
460,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Google Play,Bank of Abyssinia,NEGATIVE,0.9997023940086365,-0.9997023940086365,Negative,General/Other
461,easy and fast,5,2025-09-24,Google Play,Bank of Abyssinia,POSITIVE,0.9995583891868591,0.9995583891868591,Positive,"Transaction Performance, User Interface & Experience"
462,Great,5,2025-09-20,Google Play,Bank of Abyssinia,POSITIVE,0.9998630285263062,0.9998630285263062,Positive,General/Other
463,mobile banking,5,2025-09-19,Google Play,Bank of Abyssinia,POSITIVE,0.9076532125473022,0.9076532125473022,Positive,General/Other
464,very good,5,2025-09-18,Google Play,Bank of Abyssinia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
465,😎,5,2025-09-18,Google Play,Bank of Abyssinia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
466,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Google Play,Bank of Abyssinia,NEGATIVE,0.9918755292892456,-0.9918755292892456,Negative,General/Other
